V1,V2,V3
3,40.5,-1855
3.01680672268908,40.5,-1851
3.03361344537815,40.5,-1844
3.05042016806723,40.5,-1831
3.0672268907563,40.5,-1819
3.08403361344538,40.5,-1806
3.10084033613445,40.5,-1795
3.11764705882353,40.5,-1798
3.13445378151261,40.5,-1804
3.15126050420168,40.5,-1856
3.16806722689076,40.5,-1883
3.18487394957983,40.5,-1896
3.20168067226891,40.5,-1905
3.21848739495798,40.5,-1942
3.23529411764706,40.5,-1977
3.25210084033613,40.5,-1979
3.26890756302521,40.5,-2001
3.28571428571429,40.5,-2019
3.30252100840336,40.5,-2026
3.31932773109244,40.5,-2044
3.33613445378151,40.5,-2108
3.35294117647059,40.5,-2124
3.36974789915966,40.5,-2145
3.38655462184874,40.5,-2160
3.40336134453782,40.5,-2161
3.42016806722689,40.5,-2162
3.43697478991597,40.5,-2161
3.45378151260504,40.5,-2161
3.47058823529412,40.5,-2148
3.48739495798319,40.5,-2090
3.50420168067227,40.5,-2069
3.52100840336134,40.5,-2097
3.53781512605042,40.5,-2105
3.5546218487395,40.5,-2143
3.57142857142857,40.5,-2151
3.58823529411765,40.5,-2122
3.60504201680672,40.5,-2107
3.6218487394958,40.5,-2128
3.63865546218487,40.5,-2104
3.65546218487395,40.5,-2106
3.67226890756303,40.5,-2118
3.6890756302521,40.5,-2158
3.70588235294118,40.5,-2172
3.72268907563025,40.5,-2187
3.73949579831933,40.5,-2176
3.7563025210084,40.5,-2194
3.77310924369748,40.5,-2218
3.78991596638655,40.5,-2229
3.80672268907563,40.5,-2230
3.82352941176471,40.5,-2237
3.84033613445378,40.5,-2256
3.85714285714286,40.5,-2255
3.87394957983193,40.5,-2281
3.89075630252101,40.5,-2299
3.90756302521008,40.5,-2330
3.92436974789916,40.5,-2313
3.94117647058824,40.5,-2319
3.95798319327731,40.5,-2310
3.97478991596639,40.5,-2316
3.99159663865546,40.5,-2356
4.00840336134454,40.5,-2375
4.02521008403361,40.5,-2441
4.04201680672269,40.5,-2435
4.05882352941176,40.5,-2417
4.07563025210084,40.5,-2452
4.09243697478992,40.5,-2450
4.10924369747899,40.5,-2478
4.12605042016807,40.5,-2473
4.14285714285714,40.5,-2465
4.15966386554622,40.5,-2474
4.17647058823529,40.5,-2480
4.19327731092437,40.5,-2494
4.21008403361345,40.5,-2497
4.22689075630252,40.5,-2499
4.2436974789916,40.5,-2522
4.26050420168067,40.5,-2528
4.27731092436975,40.5,-2535
4.29411764705882,40.5,-2547
4.3109243697479,40.5,-2553
4.32773109243697,40.5,-2565
4.34453781512605,40.5,-2564
4.36134453781513,40.5,-2573
4.3781512605042,40.5,-2580
4.39495798319328,40.5,-2584
4.41176470588235,40.5,-2592
4.42857142857143,40.5,-2606
4.4453781512605,40.5,-2615
4.46218487394958,40.5,-2618
4.47899159663866,40.5,-2611
4.49579831932773,40.5,-2606
4.51260504201681,40.5,-2617
4.52941176470588,40.5,-2637
4.54621848739496,40.5,-2652
4.56302521008403,40.5,-2669
4.57983193277311,40.5,-2686
4.59663865546218,40.5,-2681
4.61344537815126,40.5,-2663
4.63025210084034,40.5,-2672
4.64705882352941,40.5,-2673
4.66386554621849,40.5,-2670
4.68067226890756,40.5,-2693
4.69747899159664,40.5,-2727
4.71428571428571,40.5,-2736
4.73109243697479,40.5,-2735
4.74789915966387,40.5,-2733
4.76470588235294,40.5,-2737
4.78151260504202,40.5,-2737
4.79831932773109,40.5,-2738
4.81512605042017,40.5,-2743
4.83193277310924,40.5,-2746
4.84873949579832,40.5,-2756
4.86554621848739,40.5,-2766
4.88235294117647,40.5,-2777
4.89915966386555,40.5,-2774
4.91596638655462,40.5,-2773
4.9327731092437,40.5,-2771
4.94957983193277,40.5,-2772
4.96638655462185,40.5,-2773
4.98319327731092,40.5,-2774
5,40.5,-2775
3,40.4830508474576,-1850
3.01680672268908,40.4830508474576,-1847
3.03361344537815,40.4830508474576,-1836
3.05042016806723,40.4830508474576,-1813
3.0672268907563,40.4830508474576,-1806
3.08403361344538,40.4830508474576,-1804
