especes;LON;LAT
Mobula mobular;8.29538;41.712178
Myliobatis aquila;4.902167;43.1355
Mobula mobular;3.059667;40.608
Raies ;6.735608;43.099093
Mobula mobular;7.8903;43.248188
Mobula mobular;3.908667;43.497333
Mobula mobular;5.483773;42.830325
Raies ;6.3919;42.82765
Mobula mobular;3.87045;42.526855
Raies ;4.397075;42.293853
Mobula mobular;7.206227;43.019253
Mobula mobular;7.513655;42.910595
Mobula mobular;7.333548;42.934398
Mobula mobular;6.548337;42.848133
Raies ;6.547757;42.848075
Raies ;6.461888;42.860888
Mobula mobular;7.335122;43.083365
Mobula mobular;7.292033;43.058572
Mobula mobular;6.971613;42.98531
Mobula mobular;7.344925;43.087245
Mobula mobular;7.290662;43.058865
Mobula mobular;6.361442;42.761338
Mobula mobular;6.776545;42.848618
Raies ;6.89708;43.017423
Raies ;7.038345;43.230012
Mobula mobular;6.434667;42.997833
Raies ;6.875095;42.906647
Myliobatis aquila;7.815983;42.930188
Mobula mobular;7.21343;43.027623
Prionace glauca;4.519270936;43.43059454
Prionace glauca;4.454787326;43.45438762
Requins;6.51298888;42.78939324
Prionace glauca;3.127125538;42.47820536
Prionace glauca;5.175537542;43.31729723
Prionace glauca;5.314299949;43.36012659
Requins;-15.9355943;28.0224005
Prionace glauca;4.138986268;43.54026436
Prionace glauca;4.574033974;43.39989207
Prionace glauca;3.046666667;42.57944444
Prionace glauca;4.546551375;43.43610219
Prionace glauca;7.4457641;43.5333927
Requins;6.690475177;42.55249697
Prionace glauca;4.2719604;43.3980005
Rhincodon typus;47.81793466;-13.56219602
Requins;8.266255371;42.66840455
Requins;48.06249931;-13.37440787
Requins;3.060833333;42.88972222
Requins;7.026857656;43.54887513
Prionace glauca;6.230333845;43.01340322
Prionace glauca;-8.8123701;37.0349957
Prionace glauca;-8.8271174;37.0301263
Prionace glauca;4.565661;43.394829
Cetorhinus maximus;3.532333402;42.48218865
Cetorhinus maximus;-3.9375175;47.7272696
Prionace glauca;5.868693333;42.90286667
Requins;5.099;43.076
Prionace glauca;6.889694827;42.58995687
Prionace glauca;3.72537869;43.31208486
Prionace glauca;3.965833333;43.43333333
Requins;10.31380998;41.45268726
Requins;5.465546667;43.08678333
Cetorhinus maximus;3.1628089;42.45174734
Requins;6.259363638;42.98704702
Requins;6.259363638;42.98704702
Requins;5.519380393;42.98696458
Requins;7.051044535;43.33351085
Requins;10.086597;41.625375
Requins;10.238625;41.482428
Requins;25.76166667;36.79472222
marmorata;5.338475704;43.20783467
Mobula mobular;8.55903;43.42701
pastinaca;9.409674869;41.76310387
Myliobatis aquila;3.225592375;42.04179534
Myliobatis aquila;3.220056295;42.04931654
pastinaca;9.409674869;41.76310387
pastinaca;9.409674869;41.76310387
canicula;6.40841;43.01945
marmorata;7.082777778;43.54027778
marmorata;7.082777778;43.54027778
marmorata;7.167549133;43.6563846
marmorata;7.167549133;43.6563846
marmorata;7.145254612;43.55214059
marmorata;7.167549133;43.6563846
canicula;5.7527;43.07218333
marmorata;9.404961254;41.77457565
marmorata;7.167549133;43.6563846
marmorata;7.167549133;43.6563846
marmorata;7.167549133;43.6563846
marmorata;7.167549133;43.6563846
stellaris;6.407952905;43.01834468
marmorata;3.183288574;42.37680737
pastinaca;3.833397031;39.99333512
marmorata;5.241830349;43.33141349
torpedo;9.409674869;41.76310387
marmorata;7.071933746;43.51404318
Mobula mobular;6.726666667;43.32666667
marmorata;5.291111111;43.26194444
Myliobatis aquila;3.225804269;42.04711764
undulata;3.51475;43.27058333
marmorata;5.348796844;43.22885115
marmorata;3.183288574;42.37680737
marmorata;5.202333333;43.3265
Prionace glauca;6.415;42.74611111
pastinaca;3.161487579;42.4780477
Myliobatis aquila;3.14201206;42.48139477
Myliobatis aquila;3.157292604;42.47463714
Myliobatis aquila;3.226916667;42.0422
Myliobatis aquila;3.226916667;42.0422
pastinaca;9.404961254;41.77457565
pastinaca;9.3974576;41.79942566
marmorata;9.385701667;41.554035
Mobula mobular;6.02;42.91972222
Mobula mobular;9.417406704;41.74816605
Mobula mobular;6.510277778;42.91444444
pastinaca;8.719636202;41.90334706
canicula;7.082777778;43.54027778
marmorata;8.773768902;42.55599079
marmorata;3.225592375;42.04179534
stellaris;6.397047043;42.98885899
marmorata;9.466787338;41.97967376
marmorata;9.422;41.84031667
marmorata;3.511955738;43.26840941
pastinaca;3.14201206;42.48139477
Mobula mobular;6.070183333;42.79951667
Mobula mobular;5.976666667;42.895
marmorata;3.166294098;42.42953863
pastinaca;3.156943917;42.47635431
marmorata;5.259299576;43.33860651
marmorata;5.228333333;43.19861111
marmorata;5.228333333;43.19861111
marmorata;8.762166667;41.91816667
Myliobatis aquila;9.409674869;41.76310387
Mobula mobular;5.93585;42.91478333
marmorata;7.171690464;43.6554376
marmorata;7.082777778;43.54027778
marmorata;7.082777778;43.54027778
pastinaca;9.402714729;41.86259583
marmorata;3.258707285;42.23847301
marmorata;3.515433333;43.264
marmorata;5.286695659;43.27991375
Mobula mobular;6.928939819;43.45566038
Myliobatis aquila;8.750390768;41.84559027
pastinaca;3.1567;42.47433333
pastinaca;9.387222222;41.55638889
pastinaca;5.861329794;43.04441547
Pteroplatytrygon violacea;6.66865325;43.21032347
pastinaca;9.381111111;41.50888889
pastinaca;6.843892336;43.40901484
Mobula mobular;6.2287983;42.8485067
Pteroplatytrygon violacea;6.0193517;42.7728317
Pteroplatytrygon violacea;3.136231899;42.48202776
pastinaca;3.162094116;42.40921722
Pteroplatytrygon violacea;3.154621124;42.47844334
pastinaca;9.212474;41.367809
Pteroplatytrygon violacea;6.773639917;43.40640374
centroura;5.622222222;43.15722222
Pteroplatytrygon violacea;5.84670639;43.04457229
Pteroplatytrygon violacea;5.909159638;43.11912716
marmorata;3.896713056;43.50448778
marmorata;5.100810885;43.32892992
Myliobatis aquila;6.393699646;42.98675569
Myliobatis aquila;3.226783333;42.04115
marmorata;3.228888889;42.25055556
marmorata;3.225592375;42.04179534
Myliobatis aquila;9.409674869;41.76310387
marmorata;5.101540089;43.32808104
undulata;3.51475;43.27058333
undulata;3.511955738;43.26840941
pastinaca;3.161487579;42.4780477
pastinaca;6.668578148;43.2112149
marmorata;3.051286697;42.87123286
Mobula mobular;8.738771439;41.83975555
marmorata;9.404961254;41.77457565
marmorata;8.726062775;41.90796233
pastinaca;5.869666667;43.04786667
marmorata;3.511955738;43.26840941
marmorata;3.225804269;42.04711764
marmorata;8.758033333;41.85135
Myliobatis aquila;3.220056295;42.04931654
pastinaca;8.765405774;41.84312565
pastinaca;8.765405774;41.84312565
