lon;lat
3.27806;42.68361
3.27833;42.68389
3.22778;42.83278
3.22778;42.83278
3.10444;42.61944
4.245;43.28333
NA;NA
3.39444;42.42361
3.12361;42.71277
3.21361;42.94194
3.31166;42.76138
3.31166;42.76138
3.31166;42.76138
3.32611;42.86777
NA;NA
NA;NA
NA;NA
NA;NA
NA;NA
3.10444;42.61944
3.41722;42.73194
NA;NA
NA;NA
NA;NA
NA;NA
NA;NA
NA;NA
NA;NA
NA;NA
3.23972;42.7466667
3.23972;42.7466667
3.1625;42.74194
3.27166;42.76805
3.27666;42.98388
3.18333;42.67777
3.33166;42.71083
3.43888;42.685
3.37222;42.68888
3.38333;42.63916
NA;NA
3.44583;42.55
3.47027;42.76666
3.26777;43.06387
NA;NA
3.25069;43.07416
3.28966;43.07247
NA;NA
3.27692;43.08505
3.33055;42.79833
3.33055;42.79833
3.189722;42.73149
3.275555;42.87556
3.323333;42.7375
3.33055;42.79833
6.003551809;42.67559897
5.526434602;42.92051072
7.705647368;43.48033304
7.534956448;43.21943218
6.662627645;42.91774519
9.2291983;41.3749735
6.281791683;42.68476655
7.130545964;43.31218377
6.918452885;43.07079954
6.860821769;43.10119199
6.824458726;43.11708785
6.821505195;43.11764021
7.101830821;42.91009981
7.018981408;42.84393985
6.741137914;42.62711988
2.316952908;39.5660178
5.989499297;42.89614867
7.17585979;43.17938697
6.343504367;42.95651032
6.465702374;42.29615868
7.597464323;43.37988398
7.537062652;43.37152148
7.172569223;43.52493214
6.525389655;42.98707346
6.762590641;42.90886989
6.761095226;42.90831216
6.763710715;42.90484787
7.269070242;43.06625885
7.32215669;43.0840546
7.345963139;43.0968562
7.841080399;43.20805258
7.877886677;43.22717664
7.723333333;43.59166667
6.300382409;42.87069485
6.274788938;42.78078758
6.269825008;42.75779107
6.26781662;42.75076687
6.26659085;42.74653975
6.259736633;42.69173556
6.277709026;42.6899521
6.488406518;42.53125044
6.50865485;42.52664488
6.521334825;42.51104632
6.52773357;42.50933034
6.54631298;42.5044646
6.554759843;42.5058231
7.947561247;43.29276814
7.591978032;43.23972469
7.545265937;43.23154412
7.517635915;43.22222197
7.191111111;43.35194444
6.351877134;42.65342527
6.657559946;42.5323672
6.616804032;42.57373433
6.550512565;42.59743516
7.043730821;43.2820243
3.149600029;43.1374299
5.961810312;42.85667292
5.874820369;42.94362364
4.42041619;43.44827693
6.503080716;43.00967895
7.233066782;43.04758607
7.261014059;43.05251723
7.428639047;43.7226942
7.232361445;43.12152854
7.236388889;43.55916667
8.440895625;41.85549401
8.478006553;41.90437607
8.373402245;42.61385984
8.397571463;42.20558052
8.494623871;42.22275352
5.40492232;42.46448766
8.340208747;42.25777154
8.307766504;42.12563499
8.259521368;42.07484733
8.3141244;42.2240927
8.426338983;41.92299059
8.496196121;41.89401801
8.331398097;41.64811991
8.779194147;41.56318536
8.270189669;41.62665844
7.9766872;41.7292927
8.053453532;41.60313873
6.761146439;42.64951377
6.761146439;42.64951377
8.3598107;41.95263384
7.22932305;42.51559329
5.37135154;42.4999455
3.591894787;42.45232267
3.6996951;43.3965667
72.96778534;5.5343185
5.964085383;42.85917827
6.11657205;42.9057605
7.256207792;43.06038436
7.570336126;43.5367979
7.233783267;43.16782866
6.8317094;43.2054515
8.664462794;42.53427234
8.602709097;42.34048177
6.135463854;42.73927247
6.650019251;42.56794997
6.8677158;42.9189529
6.823537722;43.06043737
6.694785403;42.99158125
6.060747653;42.80491987
4.113301873;43.50996601
6.253709374;42.63555132
5.4045163;43.01718239
4.130945206;43.5235659
5.5161407;43.2057696
5.6066632;43.1725733
8.46632964;41.8454207
6.823922955;42.61894987
5.956682721;42.40109746
5.56011728;42.62504959
8.505226448;40.86038839
8.505226448;40.86038839
3.056298167;42.53837711
3.5009578;43.2686984
3.047530794;42.57599227
3.15865416;42.46067423
6.01848174;42.77288032
6.22879635;42.84932912
3.175;42.178
3.114129324;42.52035862
7.223677102;43.44871226
8.815099038;41.63749428
6.9041383;43.1974267
7.130526267;43.58725109
7.347184047;43.12870827
6.886351956;43.12447612
8.60645167;41.95146494
48.06249931;-13.37440787
48.06249931;-13.37440787
48.06249931;-13.37440787
6.623901576;42.98325052
7.397527099;43.29668504
8.432381172;41.82784381
5.672446433;42.54858267
5.779509405;42.47980705
5.798257291;42.46656935
6.360867564;42.95633225
7.699389355;42.21021152
7.538863253;42.28646203
5.31643616;42.77301001
5.29057866;42.59393153
5.308920695;42.58086469
7.292813994;43.05058834
8.4735136;42.7309654
7.877002973;42.75403221
7.465800717;41.7777792
6.894156765;42.58785104
6.988214208;42.54509219
6.864818512;43.14280273
8.2987594;42.4834124
8.2984984;42.4834705
6.040215343;42.7278621
5.902584577;42.73688887
6.643649004;42.6396209
6.687062904;42.70502402
6.786845606;42.69884944
7.371875709;43.19175954
7.427808149;43.15784636
6.665788377;42.83151494
6.643308867;43.00016566
7.247133292;43.33455234
7.328776466;43.1380416
7.248849068;43.1137355
7.184568588;43.07011218
7.189466385;43.06919667
5.472629154;43.09125432
3.157399893;42.4742296
7.056501405;42.89283543
7.206722377;43.34041129
6.924914159;43.10442216
6.913569001;43.10008423
3.406748772;43.28832729
5.243306318;42.95302068
5.476300847;43.10042425
5.456553586;43.06198224
5.416421453;42.95025671
8.559372621;42.63446075
8.539039632;42.62275798
6.362973349;42.86794156
6.12805333;43.04640003
8.300535511;43.10509116
5.695809312;42.92136861
5.937973475;42.95103463
5.93846214;42.95759829
6.083299164;42.85995578
6.63505001;42.84733624
5.207756655;42.92438936
4.76482437;42.99317365
8.8275069;41.6539451
6.127784774;43.04577743
5.675071981;43.15399433
7.555039196;43.3261655
5.577925891;42.94395322
8.567238618;42.72830454
20.72167608;38.84713078
6.02;42.91972222
8.149268;42.906863
10.174028;41.639278
10.075192;41.627712
10.045698;41.625882
9.894722;41.599807
10.238625;41.482428
8.29538;41.712178
4.902167;43.1355
3.059667;40.608
6.735608;43.099093
7.8903;43.248188
3.908667;43.497333
5.483773;42.830325
6.3919;42.82765
3.87045;42.526855
4.397075;42.293853
7.206227;43.019253
7.513655;42.910595
7.333548;42.934398
6.548337;42.848133
6.547757;42.848075
6.461888;42.860888
7.335122;43.083365
7.292033;43.058572
6.971613;42.98531
7.344925;43.087245
7.290662;43.058865
6.361442;42.761338
6.776545;42.848618
6.89708;43.017423
7.038345;43.230012
6.434667;42.997833
6.875095;42.906647
7.815983;42.930188
7.21343;43.027623
4.519270936;43.43059454
4.454787326;43.45438762
6.51298888;42.78939324
3.127125538;42.47820536
5.175537542;43.31729723
5.314299949;43.36012659
-15.9355943;28.0224005
4.138986268;43.54026436
4.574033974;43.39989207
3.046666667;42.57944444
4.546551375;43.43610219
7.4457641;43.5333927
6.690475177;42.55249697
4.2719604;43.3980005
47.81793466;-13.56219602
8.266255371;42.66840455
48.06249931;-13.37440787
3.060833333;42.88972222
7.026857656;43.54887513
6.230333845;43.01340322
-8.8123701;37.0349957
-8.8271174;37.0301263
4.565661;43.394829
3.532333402;42.48218865
-3.9375175;47.7272696
5.868693333;42.90286667
5.099;43.076
6.889694827;42.58995687
3.72537869;43.31208486
3.965833333;43.43333333
10.31380998;41.45268726
5.465546667;43.08678333
3.1628089;42.45174734
6.259363638;42.98704702
6.259363638;42.98704702
5.519380393;42.98696458
7.051044535;43.33351085
10.086597;41.625375
10.238625;41.482428
25.76166667;36.79472222
5.338475704;43.20783467
8.55903;43.42701
9.409674869;41.76310387
3.225592375;42.04179534
3.220056295;42.04931654
9.409674869;41.76310387
9.409674869;41.76310387
6.40841;43.01945
7.082777778;43.54027778
7.082777778;43.54027778
7.167549133;43.6563846
7.167549133;43.6563846
7.145254612;43.55214059
7.167549133;43.6563846
5.7527;43.07218333
9.404961254;41.77457565
7.167549133;43.6563846
7.167549133;43.6563846
7.167549133;43.6563846
7.167549133;43.6563846
6.407952905;43.01834468
3.183288574;42.37680737
3.833397031;39.99333512
5.241830349;43.33141349
9.409674869;41.76310387
7.071933746;43.51404318
6.726666667;43.32666667
5.291111111;43.26194444
3.225804269;42.04711764
3.51475;43.27058333
5.348796844;43.22885115
3.183288574;42.37680737
5.202333333;43.3265
6.415;42.74611111
3.161487579;42.4780477
3.14201206;42.48139477
3.157292604;42.47463714
3.226916667;42.0422
3.226916667;42.0422
9.404961254;41.77457565
9.3974576;41.79942566
9.385701667;41.554035
6.02;42.91972222
9.417406704;41.74816605
6.510277778;42.91444444
8.719636202;41.90334706
7.082777778;43.54027778
8.773768902;42.55599079
3.225592375;42.04179534
6.397047043;42.98885899
9.466787338;41.97967376
9.422;41.84031667
3.511955738;43.26840941
3.14201206;42.48139477
6.070183333;42.79951667
5.976666667;42.895
3.166294098;42.42953863
3.156943917;42.47635431
5.259299576;43.33860651
5.228333333;43.19861111
5.228333333;43.19861111
8.762166667;41.91816667
9.409674869;41.76310387
5.93585;42.91478333
7.171690464;43.6554376
7.082777778;43.54027778
7.082777778;43.54027778
9.402714729;41.86259583
3.258707285;42.23847301
3.515433333;43.264
5.286695659;43.27991375
6.928939819;43.45566038
8.750390768;41.84559027
3.1567;42.47433333
9.387222222;41.55638889
5.861329794;43.04441547
6.66865325;43.21032347
9.381111111;41.50888889
6.843892336;43.40901484
6.2287983;42.8485067
6.0193517;42.7728317
3.136231899;42.48202776
3.162094116;42.40921722
3.154621124;42.47844334
9.212474;41.367809
6.773639917;43.40640374
5.622222222;43.15722222
5.84670639;43.04457229
5.909159638;43.11912716
3.896713056;43.50448778
5.100810885;43.32892992
6.393699646;42.98675569
3.226783333;42.04115
3.228888889;42.25055556
3.225592375;42.04179534
9.409674869;41.76310387
5.101540089;43.32808104
3.51475;43.27058333
3.511955738;43.26840941
3.161487579;42.4780477
6.668578148;43.2112149
3.051286697;42.87123286
8.738771439;41.83975555
9.404961254;41.77457565
8.726062775;41.90796233
5.869666667;43.04786667
3.511955738;43.26840941
3.225804269;42.04711764
8.758033333;41.85135
3.220056295;42.04931654
8.765405774;41.84312565
8.765405774;41.84312565
