V1,V2,V3
3.5,40,-146
3.51724137931034,40,-146
3.53448275862069,40,-143
3.55172413793103,40,-135
3.56896551724138,40,-132
3.58620689655172,40,-123
3.60344827586207,40,-119
3.62068965517241,40,-105
3.63793103448276,40,-93
3.6551724137931,40,-68
3.67241379310345,40,-55
3.68965517241379,40,-53
3.70689655172414,40,-54
3.72413793103448,40,-52
3.74137931034483,40,-53
3.75862068965517,40,-53
3.77586206896552,40,-53
3.79310344827586,40,-50
3.81034482758621,40,-43
3.82758620689655,40,-19
3.8448275862069,40,7
3.86206896551724,40,20
3.87931034482759,40,28
3.89655172413793,40,46
3.91379310344828,40,78
3.93103448275862,40,101
3.94827586206897,40,104
3.96551724137931,40,90
3.98275862068966,40,80
4,40,100
3.5,39.9830508474576,-143
3.51724137931034,39.9830508474576,-143
3.53448275862069,39.9830508474576,-137
3.55172413793103,39.9830508474576,-129
3.56896551724138,39.9830508474576,-125
3.58620689655172,39.9830508474576,-120
3.60344827586207,39.9830508474576,-116
3.62068965517241,39.9830508474576,-99
3.63793103448276,39.9830508474576,-83
3.6551724137931,39.9830508474576,-64
3.67241379310345,39.9830508474576,-57
3.68965517241379,39.9830508474576,-57
3.70689655172414,39.9830508474576,-55
3.72413793103448,39.9830508474576,-53
3.74137931034483,39.9830508474576,-52
3.75862068965517,39.9830508474576,-51
3.77586206896552,39.9830508474576,-51
3.79310344827586,39.9830508474576,-50
3.81034482758621,39.9830508474576,-45
3.82758620689655,39.9830508474576,-24
3.8448275862069,39.9830508474576,9
3.86206896551724,39.9830508474576,16
3.87931034482759,39.9830508474576,23
3.89655172413793,39.9830508474576,29
3.91379310344828,39.9830508474576,61
3.93103448275862,39.9830508474576,76
3.94827586206897,39.9830508474576,84
3.96551724137931,39.9830508474576,83
3.98275862068966,39.9830508474576,79
4,39.9830508474576,90
3.5,39.9661016949153,-138
3.51724137931034,39.9661016949153,-132
3.53448275862069,39.9661016949153,-126
3.55172413793103,39.9661016949153,-121
3.56896551724138,39.9661016949153,-117
3.58620689655172,39.9661016949153,-113
3.60344827586207,39.9661016949153,-107
3.62068965517241,39.9661016949153,-94
3.63793103448276,39.9661016949153,-87
3.6551724137931,39.9661016949153,-69
3.67241379310345,39.9661016949153,-59
3.68965517241379,39.9661016949153,-59
3.70689655172414,39.9661016949153,-57
3.72413793103448,39.9661016949153,-56
3.74137931034483,39.9661016949153,-55
3.75862068965517,39.9661016949153,-53
3.77586206896552,39.9661016949153,-54
3.79310344827586,39.9661016949153,-49
3.81034482758621,39.9661016949153,-47
3.82758620689655,39.9661016949153,-16
3.8448275862069,39.9661016949153,18
3.86206896551724,39.9661016949153,10
3.87931034482759,39.9661016949153,14
3.89655172413793,39.9661016949153,30
3.91379310344828,39.9661016949153,31
3.93103448275862,39.9661016949153,48
3.94827586206897,39.9661016949153,56
3.96551724137931,39.9661016949153,61
3.98275862068966,39.9661016949153,50
4,39.9661016949153,74
3.5,39.9491525423729,-129
3.51724137931034,39.9491525423729,-119
3.53448275862069,39.9491525423729,-115
3.55172413793103,39.9491525423729,-114
3.56896551724138,39.9491525423729,-110
3.58620689655172,39.9491525423729,-104
3.60344827586207,39.9491525423729,-95
3.62068965517241,39.9491525423729,-89
3.63793103448276,39.9491525423729,-89
3.6551724137931,39.9491525423729,-77
3.67241379310345,39.9491525423729,-66
3.68965517241379,39.9491525423729,-62
3.70689655172414,39.9491525423729,-59
3.72413793103448,39.9491525423729,-57
3.74137931034483,39.9491525423729,-60
3.75862068965517,39.9491525423729,-64
3.77586206896552,39.9491525423729,-64
3.79310344827586,39.9491525423729,-60
3.81034482758621,39.9491525423729,-43
3.82758620689655,39.9491525423729,-9
3.8448275862069,39.9491525423729,7
3.86206896551724,39.9491525423729,7
3.87931034482759,39.9491525423729,9
3.89655172413793,39.9491525423729,10
3.91379310344828,39.9491525423729,17
3.93103448275862,39.9491525423729,24
3.94827586206897,39.9491525423729,5
3.96551724137931,39.9491525423729,2
3.98275862068966,39.9491525423729,19
4,39.9491525423729,33
3.5,39.9322033898305,-117
3.51724137931034,39.9322033898305,-113
3.53448275862069,39.9322033898305,-111
3.55172413793103,39.9322033898305,-108
3.56896551724138,39.9322033898305,-105
3.58620689655172,39.9322033898305,-98
3.60344827586207,39.9322033898305,-94
3.62068965517241,39.9322033898305,-86
3.63793103448276,39.9322033898305,-80
3.6551724137931,39.9322033898305,-79
3.67241379310345,39.9322033898305,-78
3.68965517241379,39.9322033898305,-72
3.70689655172414,39.9322033898305,-64
3.72413793103448,39.9322033898305,-57
3.74137931034483,39.9322033898305,-61
3.75862068965517,39.9322033898305,-72
3.77586206896552,39.9322033898305,-70
3.79310344827586,39.9322033898305,-70
3.81034482758621,39.9322033898305,-46
3.82758620689655,39.9322033898305,-38
3.8448275862069,39.9322033898305,-24
3.86206896551724,39.9322033898305,-19
3.87931034482759,39.9322033898305,-10
3.89655172413793,39.9322033898305,-19
3.91379310344828,39.9322033898305,-33
3.93103448275862,39.9322033898305,-42
3.94827586206897,39.9322033898305,-41
3.96551724137931,39.9322033898305,-38
3.98275862068966,39.9322033898305,-35
4,39.9322033898305,-44
3.5,39.9152542372881,-106
3.51724137931034,39.9152542372881,-106
3.53448275862069,39.9152542372881,-105
3.55172413793103,39.9152542372881,-100
3.56896551724138,39.9152542372881,-96
3.58620689655172,39.9152542372881,-95
3.60344827586207,39.9152542372881,-94
3.62068965517241,39.9152542372881,-91
3.63793103448276,39.9152542372881,-88
3.6551724137931,39.9152542372881,-78
3.67241379310345,39.9152542372881,-73
3.68965517241379,39.9152542372881,-73
3.70689655172414,39.9152542372881,-69
3.72413793103448,39.9152542372881,-63
3.74137931034483,39.9152542372881,-58
3.75862068965517,39.9152542372881,-60
3.77586206896552,39.9152542372881,-65
3.79310344827586,39.9152542372881,-67
3.81034482758621,39.9152542372881,-68
3.82758620689655,39.9152542372881,-68
3.8448275862069,39.9152542372881,-67
3.86206896551724,39.9152542372881,-67
3.87931034482759,39.9152542372881,-68
3.89655172413793,39.9152542372881,-68
3.91379310344828,39.9152542372881,-68
3.93103448275862,39.9152542372881,-66
3.94827586206897,39.9152542372881,-64
3.96551724137931,39.9152542372881,-60
3.98275862068966,39.9152542372881,-55
4,39.9152542372881,-49
3.5,39.8983050847458,-80
3.51724137931034,39.8983050847458,-83
3.53448275862069,39.8983050847458,-85
3.55172413793103,39.8983050847458,-89
3.56896551724138,39.8983050847458,-90
3.58620689655172,39.8983050847458,-91
3.60344827586207,39.8983050847458,-90
3.62068965517241,39.8983050847458,-86
3.63793103448276,39.8983050847458,-85
3.6551724137931,39.8983050847458,-79
3.67241379310345,39.8983050847458,-75
3.68965517241379,39.8983050847458,-75
3.70689655172414,39.8983050847458,-77
3.72413793103448,39.8983050847458,-74
3.74137931034483,39.8983050847458,-64
3.75862068965517,39.8983050847458,-70
3.77586206896552,39.8983050847458,-81
3.79310344827586,39.8983050847458,-84
3.81034482758621,39.8983050847458,-78
3.82758620689655,39.8983050847458,-74
3.8448275862069,39.8983050847458,-72
3.86206896551724,39.8983050847458,-73
3.87931034482759,39.8983050847458,-78
3.89655172413793,39.8983050847458,-86
3.91379310344828,39.8983050847458,-92
3.93103448275862,39.8983050847458,-91
3.94827586206897,39.8983050847458,-87
3.96551724137931,39.8983050847458,-79
3.98275862068966,39.8983050847458,-74
4,39.8983050847458,-68
3.5,39.8813559322034,-65
3.51724137931034,39.8813559322034,-66
3.53448275862069,39.8813559322034,-68
3.55172413793103,39.8813559322034,-77
3.56896551724138,39.8813559322034,-82
3.58620689655172,39.8813559322034,-85
3.60344827586207,39.8813559322034,-83
3.62068965517241,39.8813559322034,-81
3.63793103448276,39.8813559322034,-80
3.6551724137931,39.8813559322034,-77
3.67241379310345,39.8813559322034,-75
3.68965517241379,39.8813559322034,-77
3.70689655172414,39.8813559322034,-78
3.72413793103448,39.8813559322034,-73
3.74137931034483,39.8813559322034,-64
3.75862068965517,39.8813559322034,-73
3.77586206896552,39.8813559322034,-81
3.79310344827586,39.8813559322034,-80
3.81034482758621,39.8813559322034,-84
3.82758620689655,39.8813559322034,-88
3.8448275862069,39.8813559322034,-101
3.86206896551724,39.8813559322034,-114
3.87931034482759,39.8813559322034,-135
3.89655172413793,39.8813559322034,-144
3.91379310344828,39.8813559322034,-144
3.93103448275862,39.8813559322034,-136
3.94827586206897,39.8813559322034,-126
3.96551724137931,39.8813559322034,-113
3.98275862068966,39.8813559322034,-99
4,39.8813559322034,-81
3.5,39.864406779661,-67
3.51724137931034,39.864406779661,-69
3.53448275862069,39.864406779661,-70
3.55172413793103,39.864406779661,-71
3.56896551724138,39.864406779661,-75
3.58620689655172,39.864406779661,-80
3.60344827586207,39.864406779661,-79
3.62068965517241,39.864406779661,-78
3.63793103448276,39.864406779661,-79
3.6551724137931,39.864406779661,-77
3.67241379310345,39.864406779661,-76
3.68965517241379,39.864406779661,-77
3.70689655172414,39.864406779661,-78
3.72413793103448,39.864406779661,-75
3.74137931034483,39.864406779661,-70
3.75862068965517,39.864406779661,-79
3.77586206896552,39.864406779661,-83
3.79310344827586,39.864406779661,-88
3.81034482758621,39.864406779661,-105
3.82758620689655,39.864406779661,-126
3.8448275862069,39.864406779661,-167
3.86206896551724,39.864406779661,-192
3.87931034482759,39.864406779661,-217
3.89655172413793,39.864406779661,-221
3.91379310344828,39.864406779661,-209
3.93103448275862,39.864406779661,-185
3.94827586206897,39.864406779661,-168
3.96551724137931,39.864406779661,-157
3.98275862068966,39.864406779661,-117
4,39.864406779661,-111
3.5,39.8474576271186,-62
3.51724137931034,39.8474576271186,-64
3.53448275862069,39.8474576271186,-65
3.55172413793103,39.8474576271186,-69
3.56896551724138,39.8474576271186,-71
3.58620689655172,39.8474576271186,-76
3.60344827586207,39.8474576271186,-77
3.62068965517241,39.8474576271186,-77
3.63793103448276,39.8474576271186,-77
3.6551724137931,39.8474576271186,-77
3.67241379310345,39.8474576271186,-76
3.68965517241379,39.8474576271186,-77
3.70689655172414,39.8474576271186,-78
3.72413793103448,39.8474576271186,-74
3.74137931034483,39.8474576271186,-74
3.75862068965517,39.8474576271186,-92
3.77586206896552,39.8474576271186,-131
3.79310344827586,39.8474576271186,-144
3.81034482758621,39.8474576271186,-175
3.82758620689655,39.8474576271186,-190
3.8448275862069,39.8474576271186,-229
3.86206896551724,39.8474576271186,-251
3.87931034482759,39.8474576271186,-265
3.89655172413793,39.8474576271186,-255
3.91379310344828,39.8474576271186,-240
3.93103448275862,39.8474576271186,-219
3.94827586206897,39.8474576271186,-199
3.96551724137931,39.8474576271186,-180
3.98275862068966,39.8474576271186,-156
4,39.8474576271186,-185
3.5,39.8305084745763,-55
3.51724137931034,39.8305084745763,-57
3.53448275862069,39.8305084745763,-58
3.55172413793103,39.8305084745763,-63
3.56896551724138,39.8305084745763,-67
3.58620689655172,39.8305084745763,-72
3.60344827586207,39.8305084745763,-74
3.62068965517241,39.8305084745763,-74
3.63793103448276,39.8305084745763,-74
3.6551724137931,39.8305084745763,-75
3.67241379310345,39.8305084745763,-76
3.68965517241379,39.8305084745763,-74
3.70689655172414,39.8305084745763,-77
3.72413793103448,39.8305084745763,-83
3.74137931034483,39.8305084745763,-80
3.75862068965517,39.8305084745763,-139
3.77586206896552,39.8305084745763,-239
3.79310344827586,39.8305084745763,-252
3.81034482758621,39.8305084745763,-272
3.82758620689655,39.8305084745763,-285
3.8448275862069,39.8305084745763,-311
3.86206896551724,39.8305084745763,-337
3.87931034482759,39.8305084745763,-347
3.89655172413793,39.8305084745763,-352
3.91379310344828,39.8305084745763,-354
3.93103448275862,39.8305084745763,-343
3.94827586206897,39.8305084745763,-286
3.96551724137931,39.8305084745763,-261
3.98275862068966,39.8305084745763,-264
4,39.8305084745763,-409
3.5,39.8135593220339,-53
3.51724137931034,39.8135593220339,-54
3.53448275862069,39.8135593220339,-55
3.55172413793103,39.8135593220339,-59
3.56896551724138,39.8135593220339,-63
3.58620689655172,39.8135593220339,-69
3.60344827586207,39.8135593220339,-71
3.62068965517241,39.8135593220339,-72
3.63793103448276,39.8135593220339,-72
3.6551724137931,39.8135593220339,-74
3.67241379310345,39.8135593220339,-74
3.68965517241379,39.8135593220339,-72
3.70689655172414,39.8135593220339,-77
3.72413793103448,39.8135593220339,-92
3.74137931034483,39.8135593220339,-107
3.75862068965517,39.8135593220339,-162
