V1,V2,V3
3.5,40,-124
3.75,40,-71
4,40,-36
3.5,39.8,-16
3.75,39.8,-82
4,39.8,-330
3.5,39.6,-32
3.75,39.6,-731
4,39.6,-1321
3.5,39.4,-96
3.75,39.4,-1443
4,39.4,-1655
3.5,39.2,-784
3.75,39.2,-1718
4,39.2,-1864
3.5,39,-1830
3.75,39,-2082
4,39,-2064
