V1,V2,V3
3,42,73
3.01694915254237,42,45
3.03389830508475,42,29
3.05084745762712,42,42
3.06779661016949,42,49
3.08474576271186,42,45
3.10169491525424,42,29
3.11864406779661,42,23
3.13559322033898,42,4
3.15254237288136,42,8
3.16949152542373,42,36
3.1864406779661,42,44
3.20338983050847,42,33
3.22033898305085,42,-8
3.23728813559322,42,-30
3.25423728813559,42,-79
3.27118644067797,42,-106
3.28813559322034,42,-132
3.30508474576271,42,-162
3.32203389830508,42,-158
3.33898305084746,42,-155
3.35593220338983,42,-153
3.3728813559322,42,-157
3.38983050847458,42,-166
3.40677966101695,42,-178
3.42372881355932,42,-186
3.4406779661017,42,-198
3.45762711864407,42,-214
3.47457627118644,42,-220
3.49152542372881,42,-268
3.50847457627119,42,-300
3.52542372881356,42,-315
3.54237288135593,42,-411
3.5593220338983,42,-489
3.57627118644068,42,-609
3.59322033898305,42,-682
3.61016949152542,42,-763
3.6271186440678,42,-890
3.64406779661017,42,-911
3.66101694915254,42,-947
3.67796610169492,42,-956
3.69491525423729,42,-1013
3.71186440677966,42,-1036
3.72881355932203,42,-1096
3.74576271186441,42,-1177
3.76271186440678,42,-1326
3.77966101694915,42,-1516
3.79661016949153,42,-1619
3.8135593220339,42,-1655
3.83050847457627,42,-1713
3.84745762711864,42,-1833
3.86440677966102,42,-1907
3.88135593220339,42,-1958
3.89830508474576,42,-2011
3.91525423728814,42,-2038
3.93220338983051,42,-2050
3.94915254237288,42,-2055
3.96610169491525,42,-2078
3.98305084745763,42,-2091
4,42,-2090
3,41.9832635983264,77
3.01694915254237,41.9832635983264,76
3.03389830508475,41.9832635983264,39
3.05084745762712,41.9832635983264,57
3.06779661016949,41.9832635983264,49
3.08474576271186,41.9832635983264,60
3.10169491525424,41.9832635983264,54
3.11864406779661,41.9832635983264,69
3.13559322033898,41.9832635983264,19
3.15254237288136,41.9832635983264,28
3.16949152542373,41.9832635983264,91
3.1864406779661,41.9832635983264,114
3.20338983050847,41.9832635983264,138
3.22033898305085,41.9832635983264,98
3.23728813559322,41.9832635983264,-1
3.25423728813559,41.9832635983264,-75
3.27118644067797,41.9832635983264,-154
3.28813559322034,41.9832635983264,-166
3.30508474576271,41.9832635983264,-161
3.32203389830508,41.9832635983264,-159
3.33898305084746,41.9832635983264,-157
3.35593220338983,41.9832635983264,-156
3.3728813559322,41.9832635983264,-168
3.38983050847458,41.9832635983264,-175
3.40677966101695,41.9832635983264,-188
3.42372881355932,41.9832635983264,-196
3.4406779661017,41.9832635983264,-212
3.45762711864407,41.9832635983264,-238
3.47457627118644,41.9832635983264,-254
3.49152542372881,41.9832635983264,-318
3.50847457627119,41.9832635983264,-397
3.52542372881356,41.9832635983264,-485
3.54237288135593,41.9832635983264,-558
3.5593220338983,41.9832635983264,-635
3.57627118644068,41.9832635983264,-720
3.59322033898305,41.9832635983264,-733
3.61016949152542,41.9832635983264,-871
3.6271186440678,41.9832635983264,-878
3.64406779661017,41.9832635983264,-883
3.66101694915254,41.9832635983264,-914
3.67796610169492,41.9832635983264,-949
3.69491525423729,41.9832635983264,-1027
3.71186440677966,41.9832635983264,-1103
3.72881355932203,41.9832635983264,-1163
3.74576271186441,41.9832635983264,-1251
3.76271186440678,41.9832635983264,-1370
3.77966101694915,41.9832635983264,-1641
3.79661016949153,41.9832635983264,-1721
3.8135593220339,41.9832635983264,-1775
3.83050847457627,41.9832635983264,-1813
3.84745762711864,41.9832635983264,-1892
3.86440677966102,41.9832635983264,-1933
3.88135593220339,41.9832635983264,-1984
3.89830508474576,41.9832635983264,-2011
3.91525423728814,41.9832635983264,-2030
3.93220338983051,41.9832635983264,-2040
3.94915254237288,41.9832635983264,-2058
3.96610169491525,41.9832635983264,-2084
3.98305084745763,41.9832635983264,-2102
4,41.9832635983264,-2121
3,41.9665271966527,82
3.01694915254237,41.9665271966527,48
3.03389830508475,41.9665271966527,47
3.05084745762712,41.9665271966527,66
3.06779661016949,41.9665271966527,70
3.08474576271186,41.9665271966527,72
3.10169491525424,41.9665271966527,93
3.11864406779661,41.9665271966527,99
3.13559322033898,41.9665271966527,37
3.15254237288136,41.9665271966527,27
3.16949152542373,41.9665271966527,64
3.1864406779661,41.9665271966527,114
3.20338983050847,41.9665271966527,179
3.22033898305085,41.9665271966527,175
3.23728813559322,41.9665271966527,4
3.25423728813559,41.9665271966527,-115
3.27118644067797,41.9665271966527,-263
3.28813559322034,41.9665271966527,-209
3.30508474576271,41.9665271966527,-165
3.32203389830508,41.9665271966527,-162
3.33898305084746,41.9665271966527,-164
3.35593220338983,41.9665271966527,-165
3.3728813559322,41.9665271966527,-179
3.38983050847458,41.9665271966527,-185
3.40677966101695,41.9665271966527,-198
3.42372881355932,41.9665271966527,-212
3.4406779661017,41.9665271966527,-230
3.45762711864407,41.9665271966527,-261
3.47457627118644,41.9665271966527,-294
3.49152542372881,41.9665271966527,-370
3.50847457627119,41.9665271966527,-473
3.52542372881356,41.9665271966527,-638
3.54237288135593,41.9665271966527,-669
3.5593220338983,41.9665271966527,-729
3.57627118644068,41.9665271966527,-731
3.59322033898305,41.9665271966527,-761
3.61016949152542,41.9665271966527,-824
3.6271186440678,41.9665271966527,-824
3.64406779661017,41.9665271966527,-834
3.66101694915254,41.9665271966527,-919
3.67796610169492,41.9665271966527,-985
3.69491525423729,41.9665271966527,-1114
3.71186440677966,41.9665271966527,-1205
3.72881355932203,41.9665271966527,-1316
3.74576271186441,41.9665271966527,-1399
3.76271186440678,41.9665271966527,-1482
3.77966101694915,41.9665271966527,-1682
3.79661016949153,41.9665271966527,-1728
3.8135593220339,41.9665271966527,-1811
3.83050847457627,41.9665271966527,-1847
3.84745762711864,41.9665271966527,-1885
3.86440677966102,41.9665271966527,-1920
3.88135593220339,41.9665271966527,-1975
3.89830508474576,41.9665271966527,-2004
3.91525423728814,41.9665271966527,-2020
3.93220338983051,41.9665271966527,-1989
3.94915254237288,41.9665271966527,-1987
3.96610169491525,41.9665271966527,-2050
3.98305084745763,41.9665271966527,-2099
4,41.9665271966527,-2144
3,41.9497907949791,98
3.01694915254237,41.9497907949791,72
3.03389830508475,41.9497907949791,77
3.05084745762712,41.9497907949791,113
3.06779661016949,41.9497907949791,147
3.08474576271186,41.9497907949791,139
3.10169491525424,41.9497907949791,169
3.11864406779661,41.9497907949791,160
3.13559322033898,41.9497907949791,69
3.15254237288136,41.9497907949791,42
3.16949152542373,41.9497907949791,54
3.1864406779661,41.9497907949791,124
3.20338983050847,41.9497907949791,125
3.22033898305085,41.9497907949791,41
3.23728813559322,41.9497907949791,-132
3.25423728813559,41.9497907949791,-365
3.27118644067797,41.9497907949791,-349
3.28813559322034,41.9497907949791,-199
3.30508474576271,41.9497907949791,-172
3.32203389830508,41.9497907949791,-174
3.33898305084746,41.9497907949791,-168
3.35593220338983,41.9497907949791,-164
3.3728813559322,41.9497907949791,-190
3.38983050847458,41.9497907949791,-206
3.40677966101695,41.9497907949791,-217
3.42372881355932,41.9497907949791,-233
3.4406779661017,41.9497907949791,-259
3.45762711864407,41.9497907949791,-281
3.47457627118644,41.9497907949791,-317
3.49152542372881,41.9497907949791,-382
3.50847457627119,41.9497907949791,-460
3.52542372881356,41.9497907949791,-581
3.54237288135593,41.9497907949791,-636
3.5593220338983,41.9497907949791,-705
3.57627118644068,41.9497907949791,-691
3.59322033898305,41.9497907949791,-669
3.61016949152542,41.9497907949791,-715
3.6271186440678,41.9497907949791,-789
3.64406779661017,41.9497907949791,-840
3.66101694915254,41.9497907949791,-1023
3.67796610169492,41.9497907949791,-1155
3.69491525423729,41.9497907949791,-1246
3.71186440677966,41.9497907949791,-1356
3.72881355932203,41.9497907949791,-1468
3.74576271186441,41.9497907949791,-1573
3.76271186440678,41.9497907949791,-1613
3.77966101694915,41.9497907949791,-1633
3.79661016949153,41.9497907949791,-1615
3.8135593220339,41.9497907949791,-1755
3.83050847457627,41.9497907949791,-1770
3.84745762711864,41.9497907949791,-1764
3.86440677966102,41.9497907949791,-1767
3.88135593220339,41.9497907949791,-1974
3.89830508474576,41.9497907949791,-2037
3.91525423728814,41.9497907949791,-2076
3.93220338983051,41.9497907949791,-2023
3.94915254237288,41.9497907949791,-2021
3.96610169491525,41.9497907949791,-2098
3.98305084745763,41.9497907949791,-2135
4,41.9497907949791,-2166
3,41.9330543933054,165
3.01694915254237,41.9330543933054,134
3.03389830508475,41.9330543933054,125
3.05084745762712,41.9330543933054,184
3.06779661016949,41.9330543933054,191
3.08474576271186,41.9330543933054,216
3.10169491525424,41.9330543933054,230
3.11864406779661,41.9330543933054,187
3.13559322033898,41.9330543933054,133
3.15254237288136,41.9330543933054,70
3.16949152542373,41.9330543933054,59
3.1864406779661,41.9330543933054,86
3.20338983050847,41.9330543933054,83
3.22033898305085,41.9330543933054,4
3.23728813559322,41.9330543933054,-159
